time,content,splitword
2018-12-26,有你们不怕怕个啥想当初全国科技人员不足万人核心技术被全面封锁一样搭建了全产业链的工业格局一样搞出两弹一星而现在仅央企就有万科技人员万技师万余件有效专利这些都是我们应对卡脖子的底气厉害了你的国天天让人卡脖子,想当初 全国 科技人员 万人 核心技术 封锁 搭建 产业链 工业 格局 两弹一星 仅央企 科技人员 技师 万余件 专利 应对 卡脖子 底气 厉害 天天 卡脖子
2018-12-26,今天伟人诞辰全平台开启直播聊聊中国制造崛起的背后故事,伟人 诞辰 平台 开启 直播 聊聊 制造 崛起 背后 故事
2018-12-26,恭喜等名用户获得双屏版等名用户获得科大讯飞翻译机等名用户获得花朝记曳撒真武荡魔请务必于三个工作日内上传收货信息哟未中奖的小伙伴不用急今天还会有很多次抽奖哟公示链接,恭喜 双屏 版等名 科大 翻译机 花朝 记曳 真武 务必 三个 工作日内 上传 收货 信息 中奖 小伙伴 不用 还会 抽奖 公示 链接
2018-12-26,精彩直播等你来看今天的节目安排,精彩 直播 节目 安排
2018-12-26,欢迎加入还有更多的中国制造精彩不断等你来转哟,制造 精彩 转哟
2018-12-26,毛泽东那代人为改革开放攒下了什么家底今年是改革开放周年也是毛泽东诞辰周年这一特殊的历史交汇点为我们考察毛泽东那代人与改革开放的关系提供了很好契机毛泽东那代人为改革开放攒下了哪些家底经过长期的历史沉淀有必要进行深入地分析和评述,毛泽东 那代 人为 改革开放 攒下 家底 改革开放 周年 毛泽东 诞辰 周年 这一 历史 交汇点 考察 毛泽东 那代人 改革开放 关系 提供 契机 毛泽东 那代 人为 改革开放 攒下 家底 长期 历史 沉淀 分析 评述
2018-12-26,今天是毛泽东同志诞辰周年我们和广大中国制造企业一道共同发起共祝新时代国强戳听前辈分享中国制造那些事儿关注我并转发本微博各种响当当的中国制造送给你,毛泽东 同志 诞辰 周年 制造 企业 一道 发起 共祝 时代 国强 前辈 分享 制造 事儿 关注 本微博 响当当 制造 送给
2018-12-26,毛泽东诞辰周年重温毛泽东诗词毛主席的诗词就像一面镜子真实而艺术地记录了中国革命风起云涌的历史雄关漫道真如铁而今迈步从头越待到山花烂漫时她在丛中笑数风流人物还看今朝今天重温毛泽东诗词缅怀伟人,毛泽东 诞辰 周年 重温 毛泽东 诗词 毛主席 诗词 一面镜子 真实 艺术 记录 革命 风起云涌 历史 雄关 漫道 真如铁 而今 迈步 从头越 山花 烂漫 丛中 笑数 风流人物 今朝 重温 毛泽东 诗词 缅怀 伟人
2018-12-26,他说人民万岁,万岁
2018-12-26,网络直播打赏网络暴力家庭暴力如何保护青少年权益由团中央权益部指导央视社会与法频道推出六集纪录片呵护明天第二季真实案例记录权威年度发布让我们一起关注青少年健康成长,网络 直播 打赏 网络 暴力 家庭暴力 保护 青少年 权益 团中央 权益部 指导 央视 社会 频道 推出 六集 纪录片 呵护 明天 第二季 真实 案例 记录 权威 年度 发布 关注 青少年 健康成长
2018-12-26,痛心科研工作不易希望每位科研工作者都能平安,痛心 科研工作 不易 希望 每位 科研 工作者 平安
2018-12-26,小兔子你好嘛卡脖子你可能不知道想当年别人连卫星都不给我们看我们依然搞出了东方红一号如今的嫦娥四号都快代表人类首次登陆月球背面了怕个啥,小兔子 你好 卡脖子 想当年 卫星 依然 搞出 东方红一号 嫦娥 四号 代表 人类 首次 登陆 月球 背面
2018-12-26,干就完了卡脖子想当年我们原油产量不足只好在汽车上顶个受气包但在我们看来这是争气包勘探开采炼化输送这些环节我们曾一度落后但如今正在逐个突破领先这就是干出来的怕个啥,卡脖子 想当年 原油 产量 只好 汽车 顶个 受气包 这是 争气 勘探 开采 炼化 输送 环节 曾一度 落后 逐个 突破 领先
2018-12-26,今天等各大官纷纷忆当年回顾中国制造发展史我们冲破阻碍走过艰难岁月现在终于能自豪地让世界都知道中国制造,大官 纷纷 当年 回顾 制造 发展史 冲破 阻碍 走过 艰难 岁月 终于 自豪 世界 制造
2018-12-26,百炼成钢没有封锁哪来自强不经历烈焰何以淬火成钢我的名字就是历经苦难的缩影我的现在就是自强不息的勋章怕个啥,百炼成钢 封锁 经历 烈焰 淬火 成钢 名字 历经 苦难 缩影 自强不息 勋章
2018-12-26,恭喜等名用户获得双屏版等名用户获得东家山下菊瓣壶套装等名用户获得明镜时见宋制套装大家期盼已久的东风风神马上抽出所有中奖者请务必于三日内上传收货信息公示链接,恭喜 双屏 版等名 东家 山下 菊瓣 套装 明镜 时见 宋制 套装 期盼 已久 东风 风神 抽出 中奖者 务必 三日 上传 收货 信息 公示 链接
2018-12-26,哪一瞬间让你感受到中国制造的力量感,一瞬间 感受 制造 力量感
2018-12-26,恭喜名用户获得创维智能家电大礼包等名用户获得中吉号吉祥孔雀普洱生茶等名用户获得富虹油品一级大豆油微博官方唯一抽奖工具对本次抽奖进行监督结果公正有效公示链接,恭喜 创维 智能 家电 大礼包 中吉号 吉祥 孔雀 普洱 生茶 富虹 油品 一级 大豆油 微博 官方 唯一 抽奖 工具 本次 抽奖 监督 公正 公示 链接
2018-12-26,恭喜等名用户获得科大讯飞翻译机等名用户获得东家自慢堂玻璃公道杯等名用户获得百雀羚三生花护手霜套装微博官方唯一抽奖工具对本次抽奖进行监督结果公正有效公示链接,恭喜 科大 翻译机 东家 自慢 玻璃 公道 百雀羚 三生 护手霜 套装 微博 官方 唯一 抽奖 工具 本次 抽奖 监督 公正 公示 链接
2018-12-26,恭喜等名用户获得锦瑟衣庄上元夜等名用户获得百雀羚三生花护手霜套装等名用户获得富虹油品一级大豆油微博官方唯一抽奖工具对本次抽奖进行监督结果公正有效公示链接,恭喜 锦瑟衣 庄上 元夜 百雀羚 三生 护手霜 套装 富虹 油品 一级 大豆油 微博 官方 唯一 抽奖 工具 本次 抽奖 监督 公正 公示 链接
2018-12-26,恭喜等名用户获得双屏版等名用户获得科大讯飞翻译机等名用户获得重回汉唐徽音袄裙抽奖不停直播仍在继续你了解吗一起来听公示链接,恭喜 双屏 版等名 科大 翻译机 重回 汉唐 徽音 抽奖 不停 直播 公示 链接
2018-12-26,恭喜名用户获得创维智能家电大礼包等名用户获得中吉号吉祥孔雀普洱生茶等名用户获得东家破嘘实木嵌铜铱金钢笔抽奖还在继续一起关注文创直播正在聊公示链接,恭喜 创维 智能 家电 大礼包 中吉号 吉祥 孔雀 普洱 生茶 东家 破嘘 实木 铱金 钢笔 抽奖 关注 文创 直播 公示 链接
2018-12-26,坚持用真理说服人卡脖子想当年苏联撤走援华专家对我国航天事业釜底抽薪我们不是一样靠自己的力量把东风一号导弹打上了天而现在东风快递使命必达这响当当的威名震慑全球谁还敢小瞧咱们怕个啥,真理 说服 卡脖子 想当年 苏联 撤走 援华 专家 我国 航天事业 釜底抽薪 力量 东风 一号 导弹 打上 东风 快递 使命 必达 响当当 威名 震慑 全球 小瞧
2018-12-26,给那些突破封锁的中国制造个赞怕个啥,突破 封锁 制造 赞怕
2018-12-26,国之重器想当年中国海底隧道技术相当于小学生水平港珠澳大桥岛隧项目建设时外国公司高额的咨询费和傲慢的祝祷歌没有让我们却步最终走出一条让世界惊叹的自主创新之路中国制造我们无惧怕个啥,国之 重器 想当年 海底隧道 技术 相当于 小学生 水平 港珠澳 大桥 项目 建设 外国 公司 高额 咨询 傲慢 祝祷 却步 最终 走出 一条 世界 惊叹 自主 创新 制造 惧怕
2018-12-26,自己动手丰衣足食想当初我国芳烃生产技术长期依赖进口中石化余年攻坚克难成功开发出高效环保芳烃成套技术成为世界上第三个掌握该技术的国家每年可替代约亿亩土地产出的棉花省出的田就可解决我国亿人的吃饭问题,动手 丰衣足食 想当初 我国 芳烃 生产 技术 长期 依赖 进口 中石化 余年 攻坚克难 成功 开发 高效 环保 芳烃 成套 技术 世界 第三个 技术 国家 亿亩 土地 产出 棉花 省出 解决 我国 亿人 吃饭问题
2018-12-26,优秀想当初核心技术长期受封锁化缘要不来花钱买不来我们突破跨越迎难上在一张张白纸上放飞新中国第一架战斗机运输机预警机现如今歼运横空出我们步履不停一路追砥砺前行再出发怕个啥,优秀 想当初 核心技术 长期 封锁 化缘 不来 花钱买 突破 跨越 迎难 一张 白纸 放飞 第一架 战斗机 运输机 预警机 现如今 歼运 横空 步履 不停 一路 砥砺 前行 出发
2018-12-26,小伙伴们见过盾构机吗超震撼想当初进口盾构机技术专家要人家配检修都拉警戒线不让我们看但卡脖子就怕了吗我们硬是从设计图纸开始造出了中国的盾构机占全球市场份额三分之二顺便拉低外国同类产品价格怕个啥,小伙伴 盾构 震撼 想当初 进口 盾构 技术 专家 检修 警戒线 不让 卡脖子 硬是 设计 图纸 造出 盾构 机占 全球 市场份额 三分之二 顺便 拉低 外国 同类产品 价格
2018-12-26,自强不息加油想当初中国语音市场被国际巨头垄断个在校大学生拒绝外企高薪聘请创立科大讯飞年来坚持源头技术创新让中国智能语音与人工智能核心技术不再受制于人坚守创新顶天立地未来让世界聆听中国的声音致敬伟大的时代,自强不息 加油 想当初 语音 市场 国际 巨头 垄断 在校 大学生 拒绝 外企 高薪 聘请 创立 科大 飞年 源头 技术创新 智能 语音 人工智能 核心技术 受制于人 坚守 创新 顶天立地 未来 世界 聆听 声音 时代
2018-12-26,恭喜名用户获得全新一代微博官方唯一抽奖工具对本次抽奖进行监督结果公正有效公示链接,恭喜 全新 一代 微博 官方 唯一 抽奖 工具 本次 抽奖 监督 公正 公示 链接
2018-12-25,我驻美大使送美方个字当新年礼物解放思想实事求是日在中美建交周年即将到来之际中国驻美大使崔天凯接受中国国际电视台专访就中美关系历程发展现状及未来展望等回答有关提问新年来临之际崔天凯在节目中称要给美国送份礼物即解放思想实事求是,大使 美方 新年礼物 解放思想 实事求是 中美 建交 周年 到来之际 驻美 大使 崔天凯 接受 国际 电视台 专访 中美关系 历程 发展 现状及 未来 展望 回答 提问 新年 来临 之际 崔天凯 节目 中称 美国 送份 礼物 解放思想 实事求是
2018-12-25,有颗行星以他的名字命名年的今天朱光亚出生于湖北宜昌他是中国核科学事业的主要开拓者之一两弹一星元勋岁他拒绝美国邀请毅然回国途中他与名留美同学联名发出公开信我们的民族再也不是一个被人侮辱的民族了回去吧祖国在迫切地等待着我们怀念致敬,有颗 行星 名字 命名 朱光亚 生于 湖北 宜昌 核科学 事业 开拓者 两弹一星 元勋 拒绝 美国 邀请 毅然 回国 途中 留美 同学 联名 发出 公开信 民族 再也 侮辱 民族 回去 祖国 迫切 等待 怀念
2018-12-25,现场视频我国成功发射通信技术试验卫星三号月日时分我国在西昌卫星发射中心用长征三号丙运载火箭成功将通信技术试验卫星三号发射升空卫星进入预定轨道这是长征系列运载火箭的第次飞行戳视频回顾卫星发射全过程,现场 视频 我国 成功 发射 通信 技术 试验 卫星 三号 时分 我国 西昌卫星发射中心 长征三号 运载火箭 成功 通信 技术 试验 卫星 三号 发射 升空 卫星 预定 轨道 这是 长征 系列 运载火箭 第次 飞行 视频 回顾 卫星 发射 全过程
2018-12-25,卓别林当我开始爱自己肥裤子破礼帽小胡子大头鞋一根从来都不舍得离手的拐杖这就是经典的卓别林他出身贫困凭借自己的勤奋努力从丑角一步步成为喜剧之王年的今天查理卓别林去世今天我们纪念他谢谢你为这个世界带来的欢笑和沉思,卓别林 裤子 礼帽 小胡子 大头鞋 一根 舍得 离手 拐杖 经典 卓别林 出身 贫困 勤奋努力 丑角 一步步 喜剧之王 查理 卓别林 去世 纪念 谢谢 世界 带来 欢笑 沉思
2018-12-25,她用业余时间制作分钟国风动漫成功入围奥斯卡这部只有四分钟的动漫叫连理枝讲述的是一位宦官与公主之间唯美的爱情故事这部动漫的导演叫刘婷婷是一名中国的独立动画导演她用业余时间一个人制作完成了这部动画最终入围年奥斯卡最佳动画短片,业余时间 制作 分钟 国风 动漫 成功 入围 奥斯卡 这部 四分钟 动漫 连理枝 讲述 宦官 公主 之间 唯美 爱情故事 这部 动漫 导演 婷婷 一名 独立 动画 导演 业余时间 制作 这部 动画 最终 入围 奥斯卡 最佳 动画短片
